Name;Street1;Street2;Street3;City;Province;Zip;User;UserSS;Last Shipment;Last Contact;Rolling 12 Months Sales;Rolling 12 Months Sales LY;Sales Last Month;Sales Last Month LY;Balance
MICROTECH S.R.L.;VIA ALDO MORO 9;;;BUCCINASCO;MI;20090;Fabio Gallo;Fabio Gallo;31/03/22;13/07/22;€0,00;€15.759,02;€0,00;€2.100,00;€30.964,00
ASSOGESTIONI SERVIZI S.R.L.;VIA ANDEGARI 18;;;MILANO;MI;20121;;;06/12/22;;€0,00;€4.350,00;€0,00;€0,00;€5.318,47
WINE BROKER DI VIVIANE ANTUNES;VIA DEGLI ALPINI 48;;;BUCCINASCO;MI;20090;Fabio Gallo;Fabio Gallo;31/03/22;03/03/22;€0,00;€3.257,10;€0,00;€1.200,00;€3.280,14
STARDUST SHOWS ENTERTAINMENT INC.;127 Asbury ave;;;Freehold;;07728;Fabio Gallo;Fabio Gallo;28/02/22;;€0,00;€2.650,00;€0,00;€0,00;€2.650,00
LETTERIO CLAUDIO SCORDO;VIA DANTE ALIGHIERI 35;;;CERRO MAGGIORE;MI;20030;Giordano Greco;Giordano Greco;30/04/21;;€0,00;€2.532,79;€0,00;€0,00;€6.180,00
Z.O.E. S.R.L.;VIA CARLO TENCA 18;;;MILANO;MI;20124;;;22/04/22;29/09/22;€0,00;€2.452,97;€0,00;€0,00;€2.852,17
CAP ADVISORY S.R.L.;VIA CAPPUCCIO 14;;;MILANO;MI;20123;Fabio Gallo;Fabio Gallo;31/01/22;16/02/22;€0,00;€2.107,00;€0,00;€0,00;€2.570,54
ESSENCIAL GROUP EUROPE S.R.L.;VIALE REGINA MARGHERITA, 26;;;MILANO;MI;20122;Fabio Gallo;Fabio Gallo;31/03/22;31/03/22;€0,00;€2.100,00;€0,00;€2.100,00;€2.100,00
centro studi grande milano;via filippo corridoni n4;;;milano;mi;20122;Fabio Gallo;Fabio Gallo;01/07/21;;€0,00;€1.700,00;€0,00;€0,00;€1.700,00
Green Project S.r.l.;Via San Quirico 19;;;Genova;GE;16163;Fabio Gallo;Fabio Gallo;28/02/22;;€0,00;€1.471,31;€0,00;€0,00;€1.795,00
GOLF DES ILES BORROMEES SOCIETA' SPORTIVA DILETTANTISTICA S.R.L.;LOCALITA' MOTTA ROSSA, 1;;;BROVELLO-CARPUGNINO;VB;28833;Fabio Gallo;Fabio Gallo;29/03/22;23/03/22;€0,00;€1.393,20;€0,00;€793,20;€0,00
LA BOTTEGA DEL VINO S.R.L.;VIA LARGA 4;;;MILANO;MI;20122;Giordano Greco;Giordano Greco;20/06/22;28/03/23;€0,00;€1.015,55;€0,00;€74,49;€219,60
Prime Concierge Sagl;Riva Albertolli 1;;;Lugano;;6900;Fabio Gallo;Fabio Gallo;15/06/21;20/10/22;€0,00;€1.000,00;€0,00;€0,00;€0,00
ITALIACAMP S.R.L.;VIALE POLA 12;;;ROMA;RM;00198;;;11/11/21;22/11/21;€0,00;€951,15;€0,00;€0,00;€820,00
2CL Milano A.P.S.;Viale Certosa 119;;;MILANO;MI;20151;Fabio Gallo;Fabio Gallo;29/10/21;27/03/23;€0,00;€886,60;€0,00;€0,00;€0,00
"CHARME CAPITAL PARTNERS SOCIETA' DI GESTIONE DEL RISPARMIO S.P.A. , O IN FORMA ABBREVIATA ""CHARME CAPITAL PARTNERS SGR S.P.A.""";VIA SANTA MARGHERITA, 4;;;MILANO;MI;20121;;;28/12/21;08/11/22;€0,00;€773,03;€0,00;€0,00;€778,95
ESWINE & SPIRITS S.R.L.S.;VIA BELLUNO, 16;;;ROMA;RM;00161;Giordano Greco;Giordano Greco;25/07/22;20/09/22;€0,00;€761,74;€0,00;€0,00;€929,32
IR TOP S.R.L.;VIA BIGLI 19;;;MILANO;MI;20121;Giordano Greco;Giordano Greco;13/10/21;06/05/21;€0,00;€675,00;€0,00;€0,00;€823,50
PUDEL SRL;VIA LEGNANO 26;;;MILANO;MI;20121;Fabio Gallo;Fabio Gallo;09/11/21;01/07/21;€0,00;€654,03;€0,00;€0,00;€0,00
ISABELLA TONCHI LLC;519 RIALTO AVENUE;;;VENICE;;90291;Giordano Greco;Giordano Greco;19/03/22;15/12/22;€0,00;€635,00;€0,00;€635,00;€0,00
CAVAL SERVICE S.R.L.;VIA LEGIONE GALLIENO, 30;;;VICENZA;VI;36100;;;14/10/21;07/09/21;€0,00;€619,13;€0,00;€0,00;€0,00
SORSO DI VINO DI FRANCESCON MARIA CRISTINA;VIA STOPPANI, 20;;;Milano;MI;20129;Fabio Gallo;Fabio Gallo;27/07/21;15/07/22;€0,00;€600,00;€0,00;€0,00;€0,00
Samuel Optik - 7optical s.a.s.;STRADA GHERDEINA, 41/C;;;SANTA CRISTINA VALGARDENA;BZ;39047;Fabio Gallo;Fabio Gallo;28/02/22;23/05/22;€0,00;€596,47;€0,00;€0,00;€727,70
FIPORT SRL;VIA FATEBENEFRATELLI, 10;;;MILANO;MI;20121;;;31/12/21;08/03/22;€0,00;€578,48;€0,00;€0,00;€688,48
EQUIEFFE S.R.L.;VIALE LUNIGIANA 35/37;;;MILANO;MI;20125;Fabio Gallo;Fabio Gallo;30/04/21;09/07/21;€0,00;€560,00;€0,00;€0,00;€683,20
Antonella Di Stefano;Via Lucca 33;;;Roma;rm;00161;;;24/09/21;;€0,00;€506,82;€0,00;€0,00;€0,00
FRANCK AUTEFAULT;VIA GIAN GIACOMO MORA 3;;;MILANO;MI;20123;;;13/08/21;12/08/21;€0,00;€505,74;€0,00;€0,00;€0,00
H14 S.P.A.;VIA FATEBENEFRATELLI 5;;;MILANO;MI;20121;;;20/12/21;;€0,00;€455,00;€0,00;€0,00;€0,00
Studio Legale Carnelutti;Via Principe Amedeo 3;;;Milano;MI;20121;Fabio Gallo;Fabio Gallo;24/01/22;26/01/21;€0,00;€401,36;€0,00;€0,00;€0,00
LEICA CAMERA ITALIA SRL;Via Mengoni, 4;;;MILANO;MI;20121;Fabio Gallo;Fabio Gallo;28/12/21;22/07/22;€0,00;€400,25;€0,00;€0,00;€488,31
STUDIO LEGALE MAININI E ASSOCIATI;VIA CESARE BATTISTI 15;;;MILANO;MI;20122;;;04/12/21;10/12/18;€0,00;€397,21;€0,00;€0,00;€0,00
T.M.P. S.r.l.;Via Marcora 6;;;Milano;MI;20121;;;30/11/21;;€0,00;€390,00;€0,00;€0,00;€475,80
PRESTATECH S.R.L.;viale luigi maino 26;;;MILANO;MI;20129;;;08/02/22;;€0,00;€381,89;€0,00;€0,00;€0,00
ORIONE DI BISTULFI S.R.L.;VIA DELLA MOSCOVA, 27;;;MILANO;MI;20121;;;23/11/21;22/03/22;€0,00;€378,00;€0,00;€0,00;€461,16
SOCIETA' AGRICOLA FRATELLI PROFILI S.S. DI PROFILI GIACOMO & C.;VIA GIUSEPPE PASQUALIS, 15;;;VITTORIO VENETO;TV;31029;Fabio Gallo;Fabio Gallo;21/01/22;25/01/22;€0,00;€360,00;€0,00;€0,00;€0,00
LILLABRY non usare;VIA CERVA, 1;;;MILANO;MI;20122;;;31/01/22;23/02/23;€0,00;€332,91;€0,00;€0,00;€0,00
BRANDSTORIES S.R.L.;VIA PALERMO, 1;;;MILANO;MI;20121;;;16/09/21;;€0,00;€328,69;€0,00;€0,00;€0,00
FIORDOLIVO S.R.L.;VIA DELLE TERME, 57;;;ACIREALE;CT;95024;;;10/03/22;;€0,00;€320,43;€0,00;€26,23;€361,00
AVV. CARPOCA LETIZIA;VIVA VIVAIO 24;;;MILANO;MI;20122;;;04/01/23;;€0,00;€300,00;€0,00;€0,00;€366,00
PEDUZZI MARCELLA DITTA;VIA CARLO POMA 2;;;MILANO;MI;20129;;;02/10/21;;€0,00;€300,00;€0,00;€0,00;€0,00
ITC LAW S.R.L. SOCIETA' TRA AVVOCATI;VIA CAPPUCCIO, 19;;;MILANO;MI;20123;;;13/05/21;;€0,00;€299,00;€0,00;€0,00;€364,78
SIMIC CONSULTING SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;VIALE DI TRASTEVERE, 173;;;ROMA;RM;00153;;;14/12/21;;€0,00;€294,20;€0,00;€0,00;€0,00
I PAPALU S.R.L.;VIA SODERINI LUIGI, 55;;;MILANO;MI;20146;;;28/06/21;;€0,00;€280,00;€0,00;€0,00;€0,00
ROBERTO VERGANTI;SANDVIKSVAGEN 5;;;SALTSJOBADEN;;13335;;;28/02/22;;€0,00;€269,67;€0,00;€0,00;€329,00
TACCONI PAOLO;VIA GOITO 5;;;MILANO;MI;20121;;;02/11/21;;€0,00;€266,40;€0,00;€0,00;€0,00
VISAETRAVEL SRL;VIA APPIANI, 4;;;APPIANO GENTILE;CO;22070;;;27/01/22;;€0,00;€253,71;€0,00;€0,00;€0,00
PUNTO7 DI ALBERTO SARTORI;VIA ANIENE, 2;;;MONZA;MB;20900;;;29/10/21;18/03/22;€0,00;€250,00;€0,00;€0,00;€305,00
DE BLASI LUCA;VIA ANFOSSI AUGUSTO N. 2;;;MILANO;MI;20135;Fabio Gallo;Fabio Gallo;27/01/23;01/02/23;€0,00;€250,00;€0,00;€0,00;€305,00
ROCKET NUTRITION DI ALESSANDRO ORLO;VIA GIUSEPPE GARIBALDI, 5;;;SAN SEBASTIANO AL VESUVIO;NA;80040;Fabio Gallo;Fabio Gallo;26/04/22;11/01/22;€0,00;€250,00;€0,00;€0,00;€305,00
ALESSANDRA GALLIGANI;via andrea appiani 9;;;milano;mi;20121;;;14/11/22;15/11/22;€0,00;€247,30;€0,00;€0,00;€0,00
STUDIO DELVIS SRL;CORSO PESCHIERA, 191;;;TORINO;TO;10141;;;27/09/21;21/10/21;€0,00;€245,90;€0,00;€0,00;€300,00
IMMOBILIAREUROPEA S.P.A.;VIA TORINO 2;;;MILANO;MI;20123;Fabio Gallo;Fabio Gallo;02/12/21;06/10/22;€0,00;€240,00;€0,00;€0,00;€0,00
FEDERICA GHIZZONI;CORSO GENOVA 21;;;MILANO;MI;20123;;;15/12/21;23/12/21;€0,00;€230,00;€0,00;€0,00;€280,60
Ditta Individuale Spedizioni Internazionali di Muolo Grazia;Via Emilia Ovest 188/190/190A;;;MODENA;MO;41121;;;30/11/21;;€0,00;€228,69;€0,00;€0,00;€0,00
02 ARCH STUDIO D ARCHITETTURA;VIA APPIANI 3;;;MILANO;MI;20121;;;30/03/22;;€0,00;€221,31;€0,00;€221,31;€0,00
OXALIS REAL ESTATE ADVISORS S.R.L.;VIA PAOLO ANDREANI, 6;;;MILANO;MI;20122;;;15/12/21;;€0,00;€220,09;€0,00;€0,00;€0,00
Progetto Benessere;Corso di Porta Nuova 2;;;Milano;MI;20121;;;16/12/21;13/02/19;€0,00;€219,18;€0,00;€0,00;€146,40
DG S.R.L.;CORSO MAGENTA, 78;;;MILANO;MI;20123;;;21/12/21;12/11/18;€0,00;€213,12;€0,00;€0,00;€0,00
SMALTO MILANO S.R.L.;VIA ANTONIO SCARPA 1;;;MILANO;MI;20145;;;11/06/21;;€0,00;€210,30;€0,00;€0,00;€0,00
MONDOCARTA DI PAOLA PARISI - MBE 795;VIA DON LORENZO MILANI 7;;;Trento;TN;38121;;;18/10/21;12/04/22;€0,00;€210,00;€0,00;€0,00;€122,00
BS INTERNATIONAL S.R.L.;LOCALITA' IL GREPPO;;;MONTALCINO;SI;53024;;;06/10/21;06/10/21;€0,00;€210,00;€0,00;€0,00;€0,00
ZERO S.R.L.;LUNGOTEVERE DEI MELLINI, 10;;;ROMA;RM;00193;Fabio Gallo;Fabio Gallo;04/08/21;06/07/21;€0,00;€206,56;€0,00;€0,00;€0,00
ZANETTE SILVANA NEDDA;PIAZZA GIACOMO PUCCINI, 16/B;;;VIZZOLO PREDABISSI;MI;20070;;;24/02/23;18/10/22;€0,00;€204,92;€0,00;€0,00;€0,00
B.C.M. S.R.L.;VIA SAN TOMMASO D'AQUINO, 69;;;NAPOLI;NA;80133;;;09/03/22;09/03/22;€0,00;€200,00;€0,00;€200,00;€244,00
Gruppo Aziendale Agenti Reale Mutua Assicurazioni;Corso di Porta Nuova, 48;;;Milano;MI;20121;;;29/07/22;;€0,00;€196,72;€0,00;€0,00;€577,57
BOA BOA S.R.L.;VIA DELL ANNUNCIATA 10;;;MILANO;MI;20121;;;18/03/22;;€0,00;€187,70;€0,00;€68,85;€0,00
AL-ITALIA COSTRUZIONI S.R.L.;VIA FRANCESCO BIANCHI 10;;;MELZO;MI;20066;;;15/03/22;;€0,00;€181,00;€0,00;€181,00;€220,82
VR NOTAI MILANO;via montebello 27;;;milano;;20121;Giordano Greco;Giordano Greco;18/02/22;;€0,00;€180,33;€0,00;€0,00;€0,00
WALLROSE S.R.L.;VIALE BIANCA MARIA 13;;;MILANO;MI;20122;;;13/01/22;06/09/22;€0,00;€180,00;€0,00;€0,00;€0,00
VESPUCCI 5 SRL;VIA VESPUCCI AMERIGO, 5;;;MILANO;MI;20124;;;26/04/21;;€0,00;€164,92;€0,00;€0,00;€0,00
BROLETTO CORPORATE ADVISORY S.R.L.;VIA CHIARAVALLE, 7;;;MILANO;MI;20122;;;22/12/21;10/01/22;€0,00;€159,83;€0,00;€0,00;€195,00
ONDA OV EDIZIONI MUSICALI;CORSO ITALIA, 22;;;MILANO;MI;20122;;;05/07/21;;€0,00;€159,83;€0,00;€0,00;€0,00
ASSOCIAZIONE PROFESSIONALE DIFFUSE !!DIFFUSE;VIA DEGLI SCIPIONI N6;;;MILANO;MI;20129;;;16/12/21;;€0,00;€154,92;€0,00;€0,00;€0,00
ALKANTARA SERVICE S.R.L.;CONTRADA MARFAELE 5/6;;;TAORMINA;ME;98039;;;06/04/21;24/03/21;€0,00;€150,00;€0,00;€0,00;€183,00
Iman Badr;Herzogstraße 13;;;Stoccarda;;70176;Fabio Gallo;Fabio Gallo;02/11/21;15/04/22;€0,00;€150,00;€0,00;€0,00;€150,00
FINVEGA S.R.L.;VIA DEL CARMINE, 11;;;MILANO;MI;20121;;;29/06/21;;€0,00;€147,54;€0,00;€0,00;€180,00
"FRANCESCA PELAGOTTI COMMUNICATION S.R.L. O IN FORMA ABBREVIATA ""FCOMM S.R.L.""";VIA DUINO 155;;;TORINO;TO;10127;;;24/05/21;;€0,00;€147,54;€0,00;€0,00;€0,00
ANALYTICS ARTS S.R.L.;VIA GIUSEPPE PARINI, 12;;;MILANO;MI;20121;;;16/12/21;21/12/21;€0,00;€147,46;€0,00;€0,00;€0,00
KRONOS ADVICE SRL;BASTIONI DI PORTA NUOVA, 21;;;MILANO;MI;20121;;;30/08/21;;€0,00;€145,10;€0,00;€0,00;€0,00
PINTEREST ITALY S.R.L.;PIAZZA MEDA FILIPPO, 3;;;MILANO;MI;20121;Fabio Gallo;Fabio Gallo;04/06/21;25/10/21;€0,00;€140,00;€0,00;€0,00;€170,80
PRESTIGE SOLUTIONS di S.F.DIMASTROROCCO;CORSO GARIBALDI 72/1;;;Milano;MI;20121;;;25/05/21;;€0,00;€140,00;€0,00;€0,00;€0,00
F.A.I.B. - S.P.A.;VIA PORTILE, 5;;;BASSANO DEL GRAPPA;VI;36061;;;07/07/21;;€0,00;€131,15;€0,00;€0,00;€0,00
Fabrizio Rindi;Via Fatebenefratelli 3;;;Milano;MI;20121;;;23/12/21;;€0,00;€131,15;€0,00;€0,00;€160,00
ASSOCIAZIONE CULTURALE UNA VITA IN ROSA;VIA SAN GIOVANNI BOSCO 11;;;LISSONE;mi;20851;;;29/10/21;22/04/22;€0,00;€130,08;€0,00;€0,00;€122,00
correlance srl;via mercato 1;;;milano;mi;20121;;;24/11/21;;€0,00;€129,83;€0,00;€0,00;€0,00
Louise michail;Corso Venezia 24;;;MILANO;MI;20121;;;09/02/22;22/04/21;€0,00;€127,04;€0,00;€0,00;€0,00
PROFESSIONAL AUDIT SRL;VIA FILIPPO TURATI 8;;;MILANO;MI;20121;;;14/04/21;;€0,00;€126,89;€0,00;€0,00;€0,00
ROLAND BERGER S.R.L.;VIA GIOIA MELCHIORRE 8;;;MILANO;MI;20124;Fabio Gallo;Fabio Gallo;04/01/23;03/03/22;€0,00;€126,00;€0,00;€0,00;€153,72
SPEDIZIONI RAPIDE SOCIETA'A RESPONSABILITA' LIMITATA SEMPLIFICATA;VIALE DELLA REGIONE, 380;;;SAN GIOVANNI LA PUNTA;CT;95037;;;09/07/21;02/12/22;€0,00;€120,00;€0,00;€0,00;€0,00
Associazione di Promozione Sociale Phoenix;Via Solferino 29;;;Milano;MI;20121;;;14/04/21;;€0,00;€120,00;€0,00;€0,00;€146,40
ELLIS BIERBAR LIBRI DI TRESCA GIUSEPPE;VIA VARESE, 12;;;MILANO;MI;20100;Fabio Gallo;Fabio Gallo;16/09/22;;€0,00;€120,00;€0,00;€0,00;€0,00
NEW MEDIA FACTORY GROUP S.R.L.;VIA GIUSEPPE MANGILI, 11/A;;;ROMA;RM;00197;;;22/02/22;14/12/22;€0,00;€118,86;€0,00;€0,00;€45,00
UGESA IMPIANTI S.R.L.;VIA NICOLA BUONSERVIZIO, 2;;;SALERNO;SA;84135;;;14/05/21;;€0,00;€118,85;€0,00;€0,00;€0,00
VOX COMMUNICATION S.R.L.;VIA BERNARDINO LUINI, 73;segreteria@kairospartners.com;;MEDA;MB;20821;;;20/07/21;;€0,00;€118,85;€0,00;€0,00;€0,00
LUDOVICA NANNI;PIAZZA PRINCIPESSA CLOTILDE 4;;;MILANO;MI;20121;;;15/12/21;;€0,00;€115,57;€0,00;€0,00;€0,00
SOCALYTIX S.R.L.;VIA LORENZO MASCHERONI, 14;;;MILANO;MI;20145;;;23/12/21;;€0,00;€114,75;€0,00;€0,00;€0,00
DEMASI RESTAURI DI DEMASI GIUSEPPE;VIA DELL'ARCI, 9;;;FARA IN SABINA;RI;02032;;;10/11/21;;€0,00;€114,75;€0,00;€0,00;€140,00
RGM STORE S.R.L.;VIA VITTORIO VENETO, 19;;;CAVA DE' TIRRENI;SA;84013;;;06/10/21;02/03/23;€0,00;€112,79;€0,00;€0,00;€137,60
CARLOTTA TONON;VIA SAN POLO 2814;;;VENEZIA;VE;30125;;;26/08/21;;€0,00;€110,66;€0,00;€0,00;€0,00
NEO APOTEK S.R.L.;VIA MONTENAPOLEONE 8;;;MILANO;MI;20121;;;27/12/21;;€0,00;€110,66;€0,00;€0,00;€0,00
H.P. Design Studio Inc;1001 BRICKELL BAY DRIVE SUITE 1400;;;MIAMI;FL;3313;;;08/10/21;;€0,00;€110,00;€0,00;€0,00;€0,00
YOU SRL;VIA VARESE 8;;;MILANO;MI;20121;;;14/06/21;18/01/17;€0,00;€108,20;€0,00;€0,00;€0,00
G.T.P. S.R.L.;VIA PUGLISI, 93C;;;VASTO;CH;66054;Fabio Gallo;Fabio Gallo;08/10/21;;€0,00;€107,95;€0,00;€0,00;€0,00
L.S.D. SRL;VIA EMILIO FAA' DI BRUNO, 4;;;ROMA;RM;00195;;;14/09/21;13/09/21;€0,00;€106,56;€0,00;€0,00;€130,00
GM CONSULTANT S.R.L. (IN BREVE GMC S.R.L.);VIA FILIPPO TURATI, 29;;;MILANO;MI;20121;;;02/12/21;;€0,00;€102,46;€0,00;€0,00;€0,00
MATTIA NICO;CONTRADA SERRA 32;;;ARIANO IRPINO;AV;83031;Fabio Gallo;Fabio Gallo;28/02/22;07/03/22;€0,00;€100,00;€0,00;€0,00;€2.106,71
talita london;3 richfield place;;;READING;READING;RG18EQ;;;12/10/21;;€0,00;€100,00;€0,00;€0,00;€0,00
CABANA GLOBAL LUXE LIMITED;VIA FUORLOVADO 1D;;;CAPRI;NA;80073;;;18/03/22;;€0,00;€99,48;€0,00;€38,00;€0,00
TIBET S.A.S.;VIALE MONTE GRAPPA 2;;;MILANO;MI;20124;Fabio Gallo;Fabio Gallo;04/04/22;;€0,00;€99,18;€0,00;€149,58;€0,00
GIUSEPPE CARMINE PINELLI;piazza eleonora duse 1;;;milano;mi;20122;;;02/11/21;;€0,00;€98,36;€0,00;€0,00;€0,00
EXOLVO S.R.L.;PIAZZA DELLA REPUBBLICA 1;;;MILANO;MI;20121;;;11/11/21;;€0,00;€94,26;€0,00;€0,00;€0,00
CLINICA VETERINARIA GRAN SASSO S.R.L.;VIA DONATELLO, 26;;;MILANO;MI;20131;;;21/06/21;;€0,00;€90,16;€0,00;€0,00;€0,00
DOTT. LUCCIOLI CINZIA F.;VIA MOSCOVA 40;;;MILANO;MI;20121;;;03/08/21;;€0,00;€86,06;€0,00;€0,00;€0,00
MAIL EXPRESS SERVICE S.R.L.;VIA TERLIZZI, 10/A;;;MOLFETTA;BA;70056;;;30/07/21;23/12/21;€0,00;€81,97;€0,00;€0,00;€0,00
LORENA CARBONI;VIA VERGIATE, 3;;;MILANO;MI;20151;;;05/08/21;06/07/21;€0,00;€81,97;€0,00;€0,00;€100,00
NINIVAGGI ROBERTA;CORSO SEMPIONE 38;;;MILANO;MI;20154;;;30/06/21;;€0,00;€80,66;€0,00;€0,00;€98,41
ONLY THE BRAVE S.R.L.;VIA ABRUZZO 1;;;TARANTO;TA;74121;;;05/10/21;07/10/21;€0,00;€80,00;€0,00;€0,00;€97,60
FAVAZZI GAIA  MARIA;Via Michelangelo n. 3;;;Torrenova;Me;98070;;;11/06/21;12/06/21;€0,00;€79,51;€0,00;€0,00;€184,02
CLEMENTE AVV. RITA;VIA FILIPPO TURATI, 29;;;MILANO;MI;20121;Fabio Gallo;Fabio Gallo;09/10/21;;€0,00;€78,69;€0,00;€0,00;€0,00
GALLETTI ALESSANDRO;VIA NINO BONNET, 11;;;MILANO;MI;20154;;;04/08/21;;€0,00;€77,88;€0,00;€0,00;€0,00
NEO APOTEK S.R.L.;VIA MONTENAPOLEONE, 8;;;MILANO;MI;20121;;;19/11/21;;€0,00;€77,87;€0,00;€0,00;€0,00
RETI TELEVISIVE ITALIANE S.P.A. ED IN FORMA ABBREVIATA R.T.I. S.P .A.;LARGO DEL NAZARENO, 8;;;ROMA;RM;00187;;;27/12/21;;€0,00;€77,87;€0,00;€0,00;€0,00
CARONTI ERMENEGILDAERMENEGILDA;VIALE MONTE SANTO 1/3;;;MILANO;MI;20124;;;20/07/21;;€0,00;€75,00;€0,00;€0,00;€0,00
FRAL COSTRUZIONI S.R.L.;VIA LAZZARETTO, 19;;;MILANO;MI;20124;;;15/12/21;;€0,00;€75,00;€0,00;€0,00;€0,00
AZ.AGR. MASO ZAMBO DI ZAMBON STEFANO;VIA PER MEZZACCA, 6;;;CASSINA VALSASSINA;LC;23817;;;01/03/22;01/03/22;€0,00;€75,00;€0,00;€75,00;€91,50
CABANA GLOBAL LUXE LIMITED;piazza della repubblica 17;;;MILANO;MI;20121;;;14/03/22;;€0,00;€73,77;€0,00;€73,77;€0,00
GETIR ITALY S.R.L.;VIA SAN CROCEFISSO, 5;;;MILANO;MI;20122;;;29/04/22;;€0,00;€73,77;€0,00;€0,00;€0,00
DOTT. SERGIO OREFICE;galleria strasburgo n3;;;MILANO;MI;20121;;;30/06/21;;€0,00;€73,00;€0,00;€0,00;€89,06
SPRIM ITALIA SRL;VIA BRISA, 3;;;MILANO;MI;20123;;;28/04/21;;€0,00;€72,13;€0,00;€0,00;€88,00
TAMAYURA S.R.L.;VIA MILAZZO, 10;;;MILANO;MI;20121;;;10/11/21;;€0,00;€70,49;€0,00;€0,00;€0,00
avv niccolo landi;corso di porta nuova 15;;;milano;mi;20121;;;14/06/21;;€0,00;€70,00;€0,00;€0,00;€0,00
VICE-VERSA S.R.L.;LUNGOTEVERE ARNALDO DA BRESCIA 9;;;ROMA;RM;00196;;;22/07/21;;€0,00;€70,00;€0,00;€0,00;€0,00
POWERSAVE SOLUTIONS S.R.L.;PIAZZA CASTELLO 19;;;MILANO;MI;20121;;;10/09/21;;€0,00;€69,67;€0,00;€0,00;€0,00
IKI SPA S.N.C. DI MARCO CARRARO E SIMONA DISCEPOLI;VIA FARINI CARLO, 35;;;MILANO;MI;20154;;;02/02/22;;€0,00;€68,03;€0,00;€0,00;€0,00
AU DEPART ITALIA S.R.L.;VIA DELLA SPIGA 48;;;MILANO;MI;20121;;;16/12/21;;€0,00;€66,39;€0,00;€0,00;€0,00
BESSI CHIARA;VIA ANDREA SALAINO, 7;;;MILANO;MI;20144;;;20/09/21;20/09/21;€0,00;€65,57;€0,00;€0,00;€0,00
STUDIO TRIBUTARIO BONDI' ANTONIO;BASTIONI DI PORTA VOLTA, 7;;;MILANO;MI;20121;;;05/10/21;;€0,00;€65,57;€0,00;€0,00;€0,00
LOOK MI S.R.L.;VIA GIUSEPPE PARINI, 13;;;MILANO;MI;20121;;;20/05/21;;€0,00;€65,57;€0,00;€0,00;€0,00
MERU' SRL;VIA SOLFERINO, 3;;;MILANO;MI;20121;;;15/06/21;;€0,00;€61,48;€0,00;€0,00;€0,00
IMMOBILIARE EL.BA SAS;Largo Treves 2;;;Milano;MI;20121;;;14/06/21;;€0,00;€61,48;€0,00;€0,00;€0,00
PLAYMORE! SOCIETA' SPORTIVA DILETTANTISTICA S.R.L.;VIA ALESSANDRO VOLTA 19;;;MILANO;MI;20121;;;20/12/21;;€0,00;€61,47;€0,00;€0,00;€0,00
NAVOTTI ALESSANRO;VIA GIOVANNI PAISIELLO, 7;;;MILANO;MI;20131;Fabio Gallo;Fabio Gallo;28/12/21;02/05/22;€0,00;€60,47;€0,00;€0,00;€0,00
ALESSANDRO MARTORANA SRL;VIA BOSCOVICH 31;;;MILANO;MI;20124;;;11/11/21;20/04/22;€0,00;€60,33;€0,00;€0,00;€73,60
KEALIX S.R.L.;VIA BRERA, 8;;;MILANO;MI;20121;Fabio Gallo;Fabio Gallo;15/12/21;;€0,00;€60,00;€0,00;€0,00;€0,00
WAY TO GO S.R.L.;VIA DALMAZIA, 17;;;MONTEBELLUNA;TV;31044;;;21/01/22;25/01/22;€0,00;€60,00;€0,00;€0,00;€73,20
SPEEDY SERVICE S.A.S. DI TERRACCIANO GIUSEPPE & C.;VIA ROMA, 213;;;POMIGLIANO D'ARCO;NA;80038;;;10/12/21;01/07/22;€0,00;€60,00;€0,00;€0,00;€73,20
POLO SUR SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;VIALE BIANCA MARIA, 28;;;MILANO;MI;20129;Fabio Gallo;Fabio Gallo;30/10/21;13/09/21;€0,00;€59,02;€0,00;€0,00;€0,00
CONTRATTEMPI SOCIETA' COOPERATIVA;PIAZZA DELLA REPUBBLICA, 21;;;MILANO;MI;20124;;;21/03/22;;€0,00;€57,38;€0,00;€57,38;€0,00
STUDIO LEGALE AVVOCATI GIOVANNI E SERGIO STELLA;VIA SOLFERINO N. 16;;;MILANO;MI;20121;;;07/09/21;;€0,00;€57,38;€0,00;€0,00;€0,00
IBBONNI S.R.L. SEMPLIFICATA;VIA PONZIO COMINIO, 65-67;;;ROMA;RM;00175;;;24/08/21;;€0,00;€57,38;€0,00;€0,00;€0,00
PRIMESTAR DOMUS S.R.L.;VIA MERCATO, 1;;;MILANO;MI;20121;;;23/12/21;;€0,00;€55,00;€0,00;€0,00;€0,00
WHITE LADY S.R.L.;VIA PALERMO 5;;;MILANO;MI;20121;Fabio Gallo;Fabio Gallo;30/06/21;18/11/22;€0,00;€53,75;€0,00;€0,00;€0,00
SIRIOL S.R.L.;VIA CARLO PISACANE, 24;;;MILANO;MI;20129;;;09/11/21;;€0,00;€53,28;€0,00;€0,00;€0,00
VOLPICELLI VIVIANA;VIA SAN CARPOFORO N6;;;MILANO;MI;20121;;;19/04/21;;€0,00;€53,28;€0,00;€0,00;€0,00
FRANCO ALESSANDRO;VIA VITTORIO VENETO, 15;;;VAREDO;MB;20814;;;10/12/21;10/12/21;€0,00;€50,00;€0,00;€0,00;€0,00
WAW COLLECTION S.R.L.;VIA ACCADEMIA, 18;;;MILANO;MI;20131;;;22/10/21;;€0,00;€50,00;€0,00;€0,00;€0,00
